
 num     #instances         #bytes  class name
 449:           100           1600  org.apache.spark.scheduler.HostTaskLocation
 450:           100           1600  org.spark_project.jetty.util.IncludeExclude$SetContainsPredicate
 451:            50           1600  scala.xml.UnprefixedAttribute
 452:            40           1600  sun.management.DiagnosticCommandArgumentInfo
 453:            22           1584  java.beans.PropertyDescriptor
 454:            11           1584  java.text.DecimalFormat
 455:            65           1560  sun.reflect.NativeConstructorAccessorImpl
 456:            97           1552  java.util.regex.Pattern$Dot
 457:            32           1536  org.codehaus.janino.ReflectionIClass$ReflectionIConstructor
 458:            64           1536  sun.reflect.generics.factory.CoreReflectionFactory
 459:             1           1528  scala.reflect.runtime.JavaUniverse
 460:            95           1520  java.util.HashMap$KeySet
 461:            63           1512  java.util.jar.Attributes$Name
 462:            63           1512  java.util.regex.Pattern$Ctype
 463:            47           1504  java.util.regex.Pattern$Branch
 464:            94           1504  org.apache.spark.sql.internal.SQLConf$$anonfun$buildConf$1
 465:             2           1488  [Lorg.antlr.v4.runtime.dfa.DFA;
 466:            62           1488  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject
 467:            62           1488  org.apache.spark.sql.execution.ui.SparkPlanGraph
 468:            46           1472  sun.nio.ch.AllocatedNativeObject
 469:            61           1464  org.apache.spark.sql.execution.ExternalRDDScanExec$$anonfun$doExecute$1
 470:            91           1456  org.spark_project.jetty.util.log.JettyAwareLogger
 471:            91           1456  org.spark_project.jetty.util.log.Slf4jLog
 472:            91           1456  sun.reflect.DelegatingConstructorAccessorImpl
 473:            60           1440  [Lorg.apache.kafka.common.Node;
 474:            45           1440  java.security.Permissions
 475:            30           1440  java.time.temporal.ValueRange
 476:            36           1440  org.spark_project.jetty.servlet.ServletContextHandler$Context
 477:             2           1416  [Lorg.antlr.v4.runtime.atn.RuleStartState;
 478:             2           1416  [Lorg.antlr.v4.runtime.atn.RuleStopState;
 479:            59           1416  java.net.Inet4Address
 480:            59           1416  java.util.regex.Pattern$Slice
 481:            16           1392  [Ljava.lang.Byte;
 482:            58           1392  java.net.InetSocketAddress$InetSocketAddressHolder
 483:            29           1392  java.util.Properties
 484:             1           1376  [Lsun.misc.FDBigInteger;
 485:            43           1376  java.io.FilePermission
 486:            57           1368  java.lang.ProcessEnvironment$Value
 487:            57           1368  java.lang.ProcessEnvironment$Variable
 488:            39           1352  [Ljava.math.BigInteger;
 489:            42           1344  java.security.BasicPermissionCollection
 490:            56           1344  java.security.Provider$UString
 491:            54           1296  java.lang.RuntimePermission
 492:            27           1296  java.util.concurrent.ThreadPoolExecutor$Worker
 493:            32           1280  java.math.BigDecimal
 494:            16           1280  org.spark_project.guava.cache.LocalCache$Segment
 495:            20           1280  org.spark_project.guava.collect.MapMakerInternalMap$Segment
 496:            20           1280  scala.reflect.internal.Types$AliasArgsTypeRef
 497:            53           1272  org.spark_project.jetty.http.HttpGenerator$PreparedResponse
 498:            39           1248  java.io.FileDescriptor
 499:            39           1248  scala.Enumeration$Val
 500:            11           1232  java.util.GregorianCalendar
 501:            14           1232  org.codehaus.janino.IClass$2
 502:            38           1216  io.netty.util.concurrent.DefaultPromise
 503:            19           1216  java.nio.DirectByteBuffer
 504:            30           1200  java.time.temporal.ChronoField
 505:            50           1200  java.util.Collections$SingletonList
 506:            50           1200  org.spark_project.jetty.util.RegexSet
 507:            25           1200  scala.reflect.runtime.SynchronizedOps$$anon$3
 508:            37           1184  java.util.logging.LogManager$LogNode
 509:            37           1184  org.apache.kafka.common.Node
 510:            37           1184  org.apache.kafka.common.protocol.Errors
 511:            47           1176  [Ljava.util.regex.Pattern$Node;
 512:            24           1152  java.nio.HeapByteBufferR
 513:            48           1152  java.util.BitSet
 514:             3           1152  org.apache.spark.scheduler.AsyncEventQueue$$anon$1
 515:             3           1152  org.apache.spark.util.EventLoop$$anon$1
 516:            64           1136  [Lsun.reflect.generics.tree.FormalTypeParameter;
 517:            47           1128  java.util.regex.Pattern$BitClass
 518:            20           1120  org.antlr.v4.runtime.atn.PlusBlockStartState
 519:            14           1120  sun.net.www.protocol.jar.URLJarFile
 520:            28           1120  sun.nio.ch.SelectionKeyImpl
 521:            35           1120  sun.reflect.generics.repository.ClassRepository
 522:            23           1104  org.spark_project.guava.cache.LocalCache$StrongAccessEntry
 523:             1           1096  scala.reflect.internal.Definitions$definitions$
 524:            68           1088  org.apache.spark.internal.config.ConfigBuilder$$anonfun$booleanConf$1
 525:             3           1080  [Ljava.lang.Integer;
 526:            45           1080  org.apache.kafka.common.TopicPartition
 527:            27           1080  sun.reflect.generics.repository.MethodRepository
 528:             2           1072  [Lorg.spark_project.jetty.http.HttpParser$CharState;
 529:             2           1056  [Ljava.lang.Long;
 530:             2           1056  [Ljava.lang.Short;
 531:            33           1056  com.codahale.metrics.LongAdder
 532:            33           1056  io.netty.channel.nio.SelectedSelectionKeySet
 533:            33           1056  java.util.concurrent.Semaphore$NonfairSync
 534:            44           1056  scala.reflect.internal.Types$NullaryMethodType
 535:            11           1056  sun.util.calendar.Gregorian$Date
 536:            26           1040  sun.nio.ch.SocketAdaptor
 537:            43           1032  java.io.FilePermissionCollection
 538:            43           1032  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl
 539:            40           1024  [Ljavax.management.MBeanOperationInfo;
 540:             7           1008  [Lorg.spark_project.jetty.util.TreeTrie;
 541:            31            992  org.apache.spark.rdd.RDD$$anonfun$mapPartitionsWithIndexInternal$1
 542:            41            984  java.lang.ThreadLocal$ThreadLocalMap
 543:            41            984  org.apache.kafka.clients.ClusterConnectionStates$NodeConnectionState
 544:            38            976  [Lorg.apache.kafka.common.protocol.types.Schema;
 545:            30            960  java.security.Provider$EngineDescription
 546:            20            960  org.antlr.v4.runtime.atn.PlusLoopbackState
 547:            40            960  org.antlr.v4.runtime.atn.SetTransition
 548:            30            960  org.apache.kafka.common.PartitionInfo
 549:            30            960  org.apache.spark.sql.execution.joins.SortMergeJoinExec$$anonfun$doExecute$1
 550:            40            960  scala.collection.mutable.WeakHashMap
 551:            30            960  scala.ref.WeakReferenceWithWrapper
 552:            58            928  java.net.InetSocketAddress
 553:            29            928  org.apache.spark.ui.JettyUtils$$anon$3
 554:            29            928  sun.reflect.generics.tree.MethodTypeSignature
 555:            23            920  scala.reflect.internal.Types$UniqueSingleType
 556:            19            912  sun.management.DiagnosticCommandInfo
 557:             9            896  [D
 558:            28            896  org.apache.commons.lang3.text.translate.LookupTranslator
 559:            37            888  org.spark_project.jetty.http.PathMap$MappedEntry
 560:            37            888  org.spark_project.jetty.servlet.ServletHolder$Config
 561:            37            888  org.spark_project.jetty.servlet.ServletMapping
 562:            41            880  [Lcom.fasterxml.jackson.databind.introspect.AnnotationMap;
 563:            36            864  [Lorg.spark_project.jetty.server.handler.ContextHandler;
 564:            36            864  [Lorg.spark_project.jetty.server.handler.ContextHandlerCollection$Branch;
 565:            36            864  [Lorg.spark_project.jetty.servlet.ServletHolder;
 566:            36            864  [Lorg.spark_project.jetty.servlet.ServletMapping;
 567:            36            864  java.util.Arrays$ArrayList
 568:            12            864  java.util.concurrent.ThreadPoolExecutor
 569:            36            864  java.util.regex.Pattern$Start
 570:            18            864  org.spark_project.jetty.http.MimeTypes$Type
 571:            36            864  org.spark_project.jetty.server.handler.ContextHandlerCollection$Branch
 572:            54            864  scala.xml.Text
 573:             2            856  [Lorg.apache.spark.scheduler.Task;
 574:            45            840  [Lsun.reflect.generics.tree.FieldTypeSignature;
 575:            15            840  javax.management.openmbean.ArrayType
 576:            21            840  org.apache.spark.internal.config.OptionalConfigEntry
 577:            35            840  org.spark_project.jetty.servlet.ServletHolder$Registration
 578:            35            840  scala.collection.immutable.Set$Set3
 579:            35            840  sun.reflect.generics.scope.ClassScope
 580:            35            840  sun.reflect.generics.tree.ClassSignature
 581:            52            832  java.util.TreeSet
 582:            20            800  com.sun.jmx.mbeanserver.MXBeanSupport
 583:            20            800  javax.management.MBeanOperationInfo
 584:            50            800  org.spark_project.jetty.http.pathmap.PathSpecSet
 585:            25            800  org.spark_project.jetty.http.pathmap.ServletPathSpec
 586:            49            784  java.lang.ThreadLocal
